#  Energy [MeV]      gamma [b]    neutron [b]     proton [b]      alpha [b]
   6.772895e+00   7.733398e-12   1.460858e-09   0.000000e+00   2.182668e-21
   6.828405e+00   9.707654e-12   1.902218e-09   0.000000e+00   3.656052e-21
   6.888084e+00   1.255652e-11   2.515966e-09   0.000000e+00   6.409222e-21
   6.952244e+00   1.642999e-11   3.382701e-09   0.000000e+00   1.144823e-20
   7.021222e+00   2.176995e-11   4.626026e-09   0.000000e+00   2.083421e-20
   7.095380e+00   2.875615e-11   6.439208e-09   0.000000e+00   3.938648e-20
   7.175107e+00   3.790526e-11   9.128099e-09   7.561913e-27   7.800746e-20
   7.260821e+00   5.140413e-11   1.318342e-08   3.708334e-25   1.611068e-19
   7.352971e+00   7.187484e-11   1.940840e-08   7.366846e-24   3.466541e-19
   7.452041e+00   1.033429e-10   2.913806e-08   1.113613e-22   7.765829e-19
   7.558551e+00   1.522679e-10   4.462754e-08   1.410685e-21   1.809862e-18
   7.673060e+00   2.308237e-10   6.974969e-08   1.540043e-20   4.383267e-18
   7.796167e+00   3.575891e-10   1.112661e-07   1.471727e-19   1.101555e-17
   7.928519e+00   5.663422e-10   1.811762e-07   1.247193e-18   2.867156e-17
   8.070809e+00   9.155518e-10   3.011213e-07   9.474374e-18   7.711453e-17
   8.223785e+00   1.508195e-09   5.107505e-07   6.511791e-17   2.137445e-16
   8.388249e+00   2.527012e-09   8.838173e-07   4.082518e-16   6.087036e-16
   8.565063e+00   4.298056e-09   1.559515e-06   2.351798e-15   1.775037e-15
   8.755154e+00   7.405397e-09   2.804126e-06   1.252874e-14   5.281015e-15
   8.959520e+00   1.289646e-08   5.133441e-06   6.205771e-14   1.596801e-14
   9.415446e+00   4.002463e-08   1.807390e-05   1.242719e-12   1.507703e-13
   1.023594e+01   2.291028e-07   1.319052e-04   7.002552e-11   4.563688e-12
   1.125550e+01   1.365276e-06   1.027536e-03   2.270641e-09   1.362663e-10
   1.252244e+01   7.937500e-06   7.776769e-03   4.037117e-08   3.486995e-09
   1.409676e+01   3.885476e-05   4.844408e-02   5.294857e-07   5.975265e-08
   1.605306e+01   1.253022e-04   1.916255e-01   5.749759e-06   5.179039e-07
   1.848399e+01   2.336447e-04   4.197611e-01   2.930118e-05   2.634633e-06
   2.150473e+01   2.757292e-04   5.573978e-01   7.931221e-05   1.018592e-05
   2.525837e+01   2.457917e-04   5.323037e-01   1.451838e-04   2.720781e-05
   2.992273e+01   2.075372e-04   4.568592e-01   2.270231e-04   5.758670e-05
   3.571878e+01   1.795783e-04   3.834332e-01   3.346788e-04   1.068246e-04
   3.794796e+01   1.722549e-04   3.608944e-01   3.778822e-04   1.283273e-04
